Punto,Time_F,ForceX,ForceY,ForceZ,ForceTotal,Time_D,DispX,DispY,DispZ,DispTotal
0,0.02,-2537.55598725,0.0,0.0,2537.55598725,0.02,-0.00999999977648,0.0,0.0,0.0
1,0.04,-4179.10873139,0.0,0.0,4179.10873139,0.04,-0.019999999553,0.0,0.0,0.0
2,0.06,-4368.89894973,0.0,0.0,4368.89894973,0.06,-0.0299999993294,0.0,0.0,0.0
3,0.09,-4498.24702073,0.0,0.0,4498.24702073,0.09,-0.0450000017881,0.0,0.0,0.0
4,0.1125,-4572.58126266,0.0,0.0,4572.58126266,0.1125,-0.0562499985099,0.0,0.0,0.0
5,0.135,-4637.48288586,0.0,0.0,4637.48288586,0.135,-0.0675000026822,0.0,0.0,0.0
6,0.1575,-4696.19092688,0.0,0.0,4696.19092688,0.1575,-0.078749999404,0.0,0.0,0.0
7,0.18,-4750.46018279,0.0,0.0,4750.46018279,0.18,-0.0900000035763,0.0,0.0,0.0
8,0.196875,-4789.05219328,0.0,0.0,4789.05219328,0.196875,-0.0984375029802,0.0,0.0,0.0
9,0.21375,-4826.04775286,0.0,0.0,4826.04775286,0.21375,-0.106875002384,0.0,0.0,0.0
10,0.2390625,-4878.70333342,0.0,0.0,4878.70333342,0.2390625,-0.11953125149,0.0,0.0,0.0
11,0.258046875,-4916.21264537,0.0,0.0,4916.21264537,0.258046875,-0.129023432732,0.0,0.0,0.0
12,0.27703125,-4951.71901134,0.0,0.0,4951.71901134,0.27703125,-0.138515621424,0.0,0.0,0.0
13,0.296015625,-4984.55571489,0.0,0.0,4984.55571489,0.296015625,-0.148007810116,0.0,0.0,0.0
14,0.315,-5013.58931882,0.0,0.0,5013.58931882,0.315,-0.157499998808,0.0,0.0,0.0
15,0.333984375,-5037.80469222,0.0,0.0,5037.80469222,0.333984375,-0.1669921875,0.0,0.0,0.0
16,0.35296875,-5057.17418352,0.0,0.0,5057.17418352,0.35296875,-0.176484376192,0.0,0.0,0.0
17,0.371953125,-5072.52058582,0.0,0.0,5072.52058582,0.371953125,-0.185976564884,0.0,0.0,0.0
18,0.3909375,-5084.73769255,0.0,0.0,5084.73769255,0.3909375,-0.195468753576,0.0,0.0,0.0
19,0.409921875,-5094.58376385,0.0,0.0,5094.58376385,0.409921875,-0.204960942268,0.0,0.0,0.0
20,0.42890625,-5102.34882519,0.0,0.0,5102.34882519,0.42890625,-0.21445313096,0.0,0.0,0.0
21,0.447890625,-5108.27820365,0.0,0.0,5108.27820365,0.447890625,-0.223945319653,0.0,0.0,0.0
22,0.466875,-5112.56403607,0.0,0.0,5112.56403607,0.466875,-0.233437493443,0.0,0.0,0.0
23,0.476841796875,-5115.05144061,0.0,0.0,5115.05144061,0.476841796875,-0.238420903683,0.0,0.0,0.0
24,0.48680859375,-5117.13490185,0.0,0.0,5117.13490185,0.48680859375,-0.243404299021,0.0,0.0,0.0
25,0.501758789063,-5119.07672455,0.0,0.0,5119.07672455,0.501758789063,-0.250879406929,0.0,0.0,0.0
26,0.524184082031,-5119.83277202,0.0,0.0,5119.83277202,0.524184082031,-0.26209205389,0.0,0.0,0.0
27,0.557822021484,-5117.36370935,0.0,0.0,5117.36370935,0.557822021484,-0.278911024332,0.0,0.0,0.0
28,0.583050476074,-5116.85393161,0.0,0.0,5116.85393161,0.583050476074,-0.291525244713,0.0,0.0,0.0
29,0.608278930664,-5116.30831375,0.0,0.0,5116.30831375,0.608278930664,-0.304139465094,0.0,0.0,0.0
30,0.621523869324,-5117.05175417,0.0,0.0,5117.05175417,0.621523869324,-0.310761928558,0.0,0.0,0.0
31,0.634768807983,-5117.70240006,0.0,0.0,5117.70240006,0.634768807983,-0.317384392023,0.0,0.0,0.0
32,0.654636215973,-5117.82728346,0.0,0.0,5117.82728346,0.654636215973,-0.327318102121,0.0,0.0,0.0
33,0.684437327957,-5116.39602429,0.0,0.0,5116.39602429,0.684437327957,-0.342218667269,0.0,0.0,0.0
34,0.700082911749,-5117.03487124,0.0,0.0,5117.03487124,0.700082911749,-0.35004144907,0.0,0.0,0.0
35,0.715728495541,-5117.60580149,0.0,0.0,5117.60580149,0.715728495541,-0.357864260674,0.0,0.0,0.0
36,0.739196871228,-5117.43234379,0.0,0.0,5117.43234379,0.739196871228,-0.369598448277,0.0,0.0,0.0
37,0.77439943476,-5115.04929677,0.0,0.0,5115.04929677,0.77439943476,-0.387199729681,0.0,0.0,0.0
38,0.809601998291,-5112.79258842,0.0,0.0,5112.79258842,0.809601998291,-0.404801011086,0.0,0.0,0.0
39,0.83600392094,-5112.53709901,0.0,0.0,5112.53709901,0.83600392094,-0.418001949787,0.0,0.0,0.0
40,0.862405843588,-5112.49555449,0.0,0.0,5112.49555449,0.862405843588,-0.431202918291,0.0,0.0,0.0
41,0.902008727561,-5111.24008348,0.0,0.0,5111.24008348,0.902008727561,-0.451004356146,0.0,0.0,0.0
42,0.931710890541,-5114.42419754,0.0,0.0,5114.42419754,0.931710890541,-0.465855449438,0.0,0.0,0.0
43,0.96141305352,-5120.61653020,0.0,0.0,5120.61653020,0.96141305352,-0.480706512928,0.0,0.0,0.0
44,0.98070652676,-5127.83442286,0.0,0.0,5127.83442286,0.98070652676,-0.490353256464,0.0,0.0,0.0
45,1.0,-5136.86096506,0.0,0.0,5136.86096506,1.0,-0.5,0.0,0.0,0.0
