Punto,Time_F,ForceX,ForceY,ForceZ,ForceTotal,Time_D,DispX,DispY,DispZ,DispTotal
0,0.02,-8697.18757805,0.0,0.0,8697.18757805,0.02,-0.00999999977648,0.0,0.0,0.0
1,0.04,-11144.1764036,0.0,0.0,11144.1764036,0.04,-0.019999999553,0.0,0.0,0.0
2,0.06,-11676.3661498,0.0,0.0,11676.3661498,0.06,-0.0299999993294,0.0,0.0,0.0
3,0.075,-11851.3205711,0.0,0.0,11851.3205711,0.075,-0.0375000014901,0.0,0.0,0.0
4,0.09,-11900.7786876,0.0,0.0,11900.7786876,0.09,-0.0450000017881,0.0,0.0,0.0
5,0.105,-11798.4334716,0.0,0.0,11798.4334716,0.105,-0.0524999983609,0.0,0.0,0.0
6,0.12,-11588.0553937,0.0,0.0,11588.0553937,0.12,-0.0599999986589,0.0,0.0,0.0
7,0.1425,-11174.9095075,0.0,0.0,11174.9095075,0.1425,-0.0712499991059,0.0,0.0,0.0
8,0.159375,-10901.6643269,0.0,0.0,10901.6643269,0.159375,-0.0796874985099,0.0,0.0,0.0
9,0.17625,-10652.6431786,0.0,0.0,10652.6431786,0.17625,-0.0881249979138,0.0,0.0,0.0
10,0.2015625,-10293.0504453,0.0,0.0,10293.0504453,0.2015625,-0.10078124702,0.0,0.0,0.0
11,0.23953125,-9772.71550355,0.0,0.0,9772.71550355,0.23953125,-0.119765624404,0.0,0.0,0.0
12,0.2680078125,-9453.88419663,0.0,0.0,9453.88419663,0.2680078125,-0.134003907442,0.0,0.0,0.0
13,0.296484375,-9182.88519048,0.0,0.0,9182.88519048,0.296484375,-0.14824219048,0.0,0.0,0.0
14,0.33919921875,-8847.65642270,0.0,0.0,8847.65642270,0.33919921875,-0.169599607587,0.0,0.0,0.0
15,0.371235351563,-8668.19269030,0.0,0.0,8668.19269030,0.371235351563,-0.185617670417,0.0,0.0,0.0
16,0.403271484375,-8531.02061461,0.0,0.0,8531.02061461,0.403271484375,-0.201635748148,0.0,0.0,0.0
17,0.451325683594,-8381.33858075,0.0,0.0,8381.33858075,0.451325683594,-0.225662842393,0.0,0.0,0.0
18,0.487366333008,-8316.90673463,0.0,0.0,8316.90673463,0.487366333008,-0.243683159351,0.0,0.0,0.0
19,0.523406982422,-8280.10143699,0.0,0.0,8280.10143699,0.523406982422,-0.261703491211,0.0,0.0,0.0
20,0.559447631836,-8267.76967423,0.0,0.0,8267.76967423,0.559447631836,-0.279723823071,0.0,0.0,0.0
21,0.59548828125,-8278.69768600,0.0,0.0,8278.69768600,0.59548828125,-0.29774415493,0.0,0.0,0.0
22,0.631528930664,-8311.41019795,0.0,0.0,8311.41019795,0.631528930664,-0.315764456987,0.0,0.0,0.0
23,0.667569580078,-8364.87283603,0.0,0.0,8364.87283603,0.667569580078,-0.333784788847,0.0,0.0,0.0
24,0.703610229492,-8439.05362977,0.0,0.0,8439.05362977,0.703610229492,-0.351805120707,0.0,0.0,0.0
25,0.739650878906,-8534.19413059,0.0,0.0,8534.19413059,0.739650878906,-0.369825452566,0.0,0.0,0.0
26,0.766681365967,-8621.34429885,0.0,0.0,8621.34429885,0.766681365967,-0.38334068656,0.0,0.0,0.0
27,0.793711853027,-8721.63175114,0.0,0.0,8721.63175114,0.793711853027,-0.396855920553,0.0,0.0,0.0
28,0.820742340088,-8836.16827855,0.0,0.0,8836.16827855,0.820742340088,-0.410371184349,0.0,0.0,0.0
29,0.847772827148,-8966.29264837,0.0,0.0,8966.29264837,0.847772827148,-0.423886418343,0.0,0.0,0.0
30,0.874803314209,-9113.48803888,0.0,0.0,9113.48803888,0.874803314209,-0.437401652336,0.0,0.0,0.0
31,0.9153490448,-9364.90218487,0.0,0.0,9364.90218487,0.9153490448,-0.457674533129,0.0,0.0,0.0
32,0.955894775391,-9661.66842146,0.0,0.0,9661.66842146,0.955894775391,-0.477947384119,0.0,0.0,0.0
33,0.986304073334,-9917.96622499,0.0,0.0,9917.96622499,0.986304073334,-0.493152022362,0.0,0.0,0.0
34,1.0,-10044.9370245,0.0,0.0,10044.9370245,1.0,-0.5,0.0,0.0,0.0
