Punto,Time_F,ForceX,ForceY,ForceZ,ForceTotal,Time_D,DispX,DispY,DispZ,DispTotal
0,0.02,-1264.92743554,0.0,0.0,1264.92743554,0.02,-0.00999999977648,0.0,0.0,0.0
1,0.04,-2208.46386586,0.0,0.0,2208.46386586,0.04,-0.019999999553,0.0,0.0,0.0
2,0.06,-2327.71478030,0.0,0.0,2327.71478030,0.06,-0.0299999993294,0.0,0.0,0.0
3,0.08,-2378.14712096,0.0,0.0,2378.14712096,0.08,-0.0399999991059,0.0,0.0,0.0
4,0.1,-2416.75342456,0.0,0.0,2416.75342456,0.1,-0.0500000007451,0.0,0.0,0.0
5,0.12,-2449.87827465,0.0,0.0,2449.87827465,0.12,-0.0599999986589,0.0,0.0,0.0
6,0.14,-2479.57963533,0.0,0.0,2479.57963533,0.14,-0.070000000298,0.0,0.0,0.0
7,0.16,-2506.92493173,0.0,0.0,2506.92493173,0.16,-0.0799999982119,0.0,0.0,0.0
8,0.18,-2532.54505881,0.0,0.0,2532.54505881,0.18,-0.0900000035763,0.0,0.0,0.0
9,0.2,-2556.89459514,0.0,0.0,2556.89459514,0.2,-0.10000000149,0.0,0.0,0.0
10,0.22,-2580.26372019,0.0,0.0,2580.26372019,0.22,-0.109999999404,0.0,0.0,0.0
11,0.24,-2602.84049067,0.0,0.0,2602.84049067,0.24,-0.119999997318,0.0,0.0,0.0
12,0.26,-2624.74951149,0.0,0.0,2624.74951149,0.26,-0.129999995232,0.0,0.0,0.0
13,0.28,-2646.13759914,0.0,0.0,2646.13759914,0.28,-0.140000000596,0.0,0.0,0.0
14,0.3,-2667.06325287,0.0,0.0,2667.06325287,0.3,-0.15000000596,0.0,0.0,0.0
15,0.32,-2687.58062813,0.0,0.0,2687.58062813,0.32,-0.159999996424,0.0,0.0,0.0
16,0.34,-2707.69934028,0.0,0.0,2707.69934028,0.34,-0.170000001788,0.0,0.0,0.0
17,0.36,-2727.39430012,0.0,0.0,2727.39430012,0.36,-0.180000007153,0.0,0.0,0.0
18,0.38,-2746.60586860,0.0,0.0,2746.60586860,0.38,-0.189999997616,0.0,0.0,0.0
19,0.4,-2765.22757226,0.0,0.0,2765.22757226,0.4,-0.20000000298,0.0,0.0,0.0
20,0.42,-2783.13927560,0.0,0.0,2783.13927560,0.42,-0.209999993443,0.0,0.0,0.0
21,0.44,-2800.22033673,0.0,0.0,2800.22033673,0.44,-0.219999998808,0.0,0.0,0.0
22,0.46,-2816.45036850,0.0,0.0,2816.45036850,0.46,-0.230000004172,0.0,0.0,0.0
23,0.48,-2831.91573716,0.0,0.0,2831.91573716,0.48,-0.239999994636,0.0,0.0,0.0
24,0.5,-2846.79678465,0.0,0.0,2846.79678465,0.5,-0.25,0.0,0.0,0.0
25,0.52,-2861.30087515,0.0,0.0,2861.30087515,0.52,-0.259999990463,0.0,0.0,0.0
26,0.54,-2875.57114037,0.0,0.0,2875.57114037,0.54,-0.270000010729,0.0,0.0,0.0
27,0.56,-2889.70943590,0.0,0.0,2889.70943590,0.56,-0.280000001192,0.0,0.0,0.0
28,0.58,-2903.71021157,0.0,0.0,2903.71021157,0.58,-0.289999991655,0.0,0.0,0.0
29,0.6,-2917.48805522,0.0,0.0,2917.48805522,0.6,-0.300000011921,0.0,0.0,0.0
30,0.62,-2930.94107574,0.0,0.0,2930.94107574,0.62,-0.310000002384,0.0,0.0,0.0
31,0.64,-2943.95273192,0.0,0.0,2943.95273192,0.64,-0.319999992847,0.0,0.0,0.0
32,0.66,-2956.41123591,0.0,0.0,2956.41123591,0.66,-0.330000013113,0.0,0.0,0.0
33,0.68,-2968.20303360,0.0,0.0,2968.20303360,0.68,-0.340000003576,0.0,0.0,0.0
34,0.7,-2979.24298457,0.0,0.0,2979.24298457,0.7,-0.34999999404,0.0,0.0,0.0
35,0.73,-2993.39954901,0.0,0.0,2993.39954901,0.73,-0.365000009537,0.0,0.0,0.0
36,0.7525,-3003.25891446,0.0,0.0,3003.25891446,0.7525,-0.376249998808,0.0,0.0,0.0
37,0.775,-3012.00138498,0.0,0.0,3012.00138498,0.775,-0.387499988079,0.0,0.0,0.0
38,0.80875,-3021.84485031,0.0,0.0,3021.84485031,0.80875,-0.404374986887,0.0,0.0,0.0
39,0.8340625,-3028.32296496,0.0,0.0,3028.32296496,0.8340625,-0.417031258345,0.0,0.0,0.0
40,0.859375,-3033.51694753,0.0,0.0,3033.51694753,0.859375,-0.4296875,0.0,0.0,0.0
41,0.89734375,-3037.66743762,0.0,0.0,3037.66743762,0.89734375,-0.448671877384,0.0,0.0,0.0
42,0.9353125,-3039.58500870,0.0,0.0,3039.58500870,0.9353125,-0.467656254768,0.0,0.0,0.0
43,0.97328125,-3039.73173581,0.0,0.0,3039.73173581,0.97328125,-0.486640632153,0.0,0.0,0.0
44,1.0,-3040.10870409,0.0,0.0,3040.10870409,1.0,-0.5,0.0,0.0,0.0
