Punto,Time_F,ForceX,ForceY,ForceZ,ForceTotal,Time_D,DispX,DispY,DispZ,DispTotal
0,0.02,-4186.52852087,0.0,0.0,4186.52852087,0.02,-0.00999999977648,0.0,0.0,0.0
1,0.04,-5171.49918935,0.0,0.0,5171.49918935,0.04,-0.019999999553,0.0,0.0,0.0
2,0.06,-5447.16501224,0.0,0.0,5447.16501224,0.06,-0.0299999993294,0.0,0.0,0.0
3,0.075,-5574.12277112,0.0,0.0,5574.12277112,0.075,-0.0375000014901,0.0,0.0,0.0
4,0.09,-5652.25025775,0.0,0.0,5652.25025775,0.09,-0.0450000017881,0.0,0.0,0.0
5,0.1125,-5684.44849196,0.0,0.0,5684.44849196,0.1125,-0.0562499985099,0.0,0.0,0.0
6,0.129375,-5670.68748798,0.0,0.0,5670.68748798,0.129375,-0.0646874979138,0.0,0.0,0.0
7,0.14625,-5636.89754705,0.0,0.0,5636.89754705,0.14625,-0.0731249973178,0.0,0.0,0.0
8,0.163125,-5589.80358017,0.0,0.0,5589.80358017,0.163125,-0.0815624967217,0.0,0.0,0.0
9,0.18,-5534.63725709,0.0,0.0,5534.63725709,0.18,-0.0900000035763,0.0,0.0,0.0
10,0.2053125,-5436.12256749,0.0,0.0,5436.12256749,0.2053125,-0.102656252682,0.0,0.0,0.0
11,0.230625,-5330.56887906,0.0,0.0,5330.56887906,0.230625,-0.115312501788,0.0,0.0,0.0
12,0.249609375,-5252.73608701,0.0,0.0,5252.73608701,0.249609375,-0.12480469048,0.0,0.0,0.0
13,0.26859375,-5175.97714383,0.0,0.0,5175.97714383,0.26859375,-0.134296879172,0.0,0.0,0.0
14,0.2970703125,-5058.92561690,0.0,0.0,5058.92561690,0.2970703125,-0.14853516221,0.0,0.0,0.0
15,0.318427734375,-4978.36286182,0.0,0.0,4978.36286182,0.318427734375,-0.159213870764,0.0,0.0,0.0
16,0.33978515625,-4902.89766668,0.0,0.0,4902.89766668,0.33978515625,-0.169892579317,0.0,0.0,0.0
17,0.361142578125,-4832.00125142,0.0,0.0,4832.00125142,0.361142578125,-0.18057128787,0.0,0.0,0.0
18,0.3825,-4766.48860534,0.0,0.0,4766.48860534,0.3825,-0.191249996424,0.0,0.0,0.0
19,0.403857421875,-4706.20854641,0.0,0.0,4706.20854641,0.403857421875,-0.201928704977,0.0,0.0,0.0
20,0.42521484375,-4651.09615796,0.0,0.0,4651.09615796,0.42521484375,-0.212607428432,0.0,0.0,0.0
