m1,a1,b1,l1,m2,a2,b2,l2,c,e_cartela,energy,stress,force,mass_kg,energy_per_mass,sim_time_s,y_max_stress_mm,valid_ansys,pivot_height_mm,lever_arm_mm,modo_fallo
3.828125,85.46875,92.96875,1000,3.609375,98.59375,92.96875,1000,95.390625,2.203125,5957.53823478,1212978723.71,13429.4801962,21.0847475402,282.552030724,1318.7696479,232.954545455,1,232.954545455,767.045454545,Viga
2.203125,89.21875,81.71875,1000,2.734375,42.34375,81.71875,1000,86.015625,2.828125,1279.18552977,701351146.899,4983.37959772,11.2362840112,113.844179134,1219.2739449,128.3594,1,0,1000,Cartela
3.203125,59.21875,51.71875,1000,3.734375,72.34375,51.71875,1000,111.015625,3.828125,2524.17397527,813296108.733,5642.41017601,12.7070121658,198.644177115,1409.0213128,217.391304348,1,217.391304348,782.608695652,Viga
2.703125,44.21875,96.71875,1000,2.234375,87.34375,96.71875,1000,73.515625,3.328125,1480.41715604,1023971213.58,3783.25122917,12.4558409582,118.853248127,833.6432357,185,1,185,815,Viga
3.703125,74.21875,66.71875,1000,3.234375,57.34375,66.71875,1000,98.515625,2.328125,4308.28732353,1035768439.88,9024.3756697,14.082009965,305.942641303,1616.8156447,196.721311475,1,196.721311475,803.278688525,Viga
2.453125,66.71875,44.21875,1000,3.484375,94.84375,44.21875,1000,79.765625,2.578125,1871.11107962,1178979485.88,4045.88978334,11.5395762504,162.147295448,1873.0973033,207.03125,1,207.03125,792.96875,Viga
3.453125,96.71875,74.21875,1000,2.484375,64.84375,74.21875,1000,104.765625,3.578125,5089.39738089,992477354.023,12497.6255062,14.7402394147,345.272368902,1119.9555713,169.6094,1,0,1000,Cartela
2.953125,81.71875,59.21875,1000,3.984375,49.84375,59.21875,1000,92.265625,3.078125,3231.4807545,1207613545.22,7216.37342427,12.9768905932,249.018108867,1568.8987001,187.5,1,187.5,812.5,Viga
3.953125,51.71875,89.21875,1000,2.984375,79.84375,89.21875,1000,117.265625,2.078125,3305.29455165,846650471.982,7120.85648404,16.3638819097,201.987191663,1104.7515524,221.153846154,1,221.153846154,778.846153846,Viga
2.046875,63.90625,52.65625,1000,2.890625,88.28125,52.65625,1000,89.921875,3.734375,1266.33182217,1253906966.37,3181.66757621,10.1813834509,124.377185898,1240.5592758,202.380952381,1,202.380952381,797.619047619,Viga
3.046875,93.90625,82.65625,1000,3.890625,58.28125,82.65625,1000,114.921875,2.734375,4349.46635507,1175267716.73,10783.7540281,16.8599381512,257.976412254,1867.272563,161.764705882,1,0,1000,Cartela
2.546875,78.90625,67.65625,1000,2.390625,43.28125,67.65625,1000,77.421875,2.234375,1678.63300047,877420787.043,4510.74420911,9.87617911289,169.967857132,1520.8477707,120.7031,1,0,1000,Cartela
3.546875,48.90625,97.65625,1000,3.390625,73.28125,97.65625,1000,102.421875,3.234375,2623.02715926,917720246.508,5748.9718147,17.1304200221,153.121006717,1047.7687775,200.980392157,1,200.980392157,799.019607843,Viga
2.296875,86.40625,75.15625,1000,3.140625,50.78125,75.15625,1000,71.171875,3.984375,1288.96991394,662669017.193,4842.75651335,11.9554728632,107.814214351,1152.9329233,121.9531,1,0,1000,Cartela
3.296875,56.40625,45.15625,1000,2.140625,80.78125,45.15625,1000,96.171875,2.984375,2292.94231012,516322230.201,5787.2609222,9.36481644178,244.846476637,1282.5305788,211.267605634,1,211.267605634,788.732394366,Viga
2.796875,41.40625,90.15625,1000,3.640625,95.78125,90.15625,1000,83.671875,2.484375,1456.26843949,923954352.013,3416.81765288,16.0875698049,90.5213439411,851.993209,200.980392157,1,200.980392157,799.019607843,Viga
3.796875,71.40625,60.15625,1000,2.640625,65.78125,60.15625,1000,108.671875,3.484375,4239.51113672,884385608.219,9423.21307189,12.967927516,326.922797146,1358.1273226,214.285714286,1,214.285714286,785.714285714,Viga
2.171875,75.15625,41.40625,1000,3.515625,77.03125,41.40625,1000,74.296875,3.609375,1656.12380545,1126780312.42,3933.86850411,10.2552521424,161.490305889,1198.5272634,181.15942029,1,181.15942029,818.84057971,Viga
3.171875,45.15625,71.40625,1000,2.515625,47.03125,71.40625,1000,99.296875,2.609375,1769.71782161,821510503.999,3737.94268084,10.3750920542,170.573698273,1096.0144473,173.913043478,1,173.913043478,826.086956522,Viga
2.671875,60.15625,56.40625,1000,3.015625,62.03125,56.40625,1000,86.796875,2.109375,1851.38545131,1131509323.92,3980.45352324,10.2267518345,181.033575593,981.3775271,181.15942029,1,181.15942029,818.84057971,Viga
