Tipo,Fuente_Modelo,m1,a1,b1,m2,a2,e_cartela,c,EPM_Modo_J_kg,EPM_IA0_J_kg,EPM_Real_J_kg,Error_Modo_Pct,Error_IA0_Pct,Energia_Real_J,Fuerza_Real_N,Y_Max_Stress_mm,Modo_Fallo
Cat 3,IA_0 (global),4,100,40,2,90,4,80,467.605224486904,467.605224486904,501.703664175,6.79652992851224,6.79652992851224,6315.97762019,14399.2334233,90,Cartela
Cat 1,IA_0 (global),4,100,40,2,100,3,80,463.468925038642,463.468925038642,498.381079016,7.00511224187891,7.00511224187891,6387.89737898,14805.2609275,100,Cartela
Cat 2,IA_0 (global),4,100,40,2,100,4,80,463.196832965011,463.196832965011,527.071377448,12.1187655441013,12.1187655441013,6800.83370171,15820.6419009,100,Cartela
