Punto,Time_F,ForceX,ForceY,ForceZ,ForceTotal,Time_D,DispX,DispY,DispZ,DispTotal
0,0.02,-2576.58155673,0.0,0.0,2576.58155673,0.02,-0.00999999977648,0.0,0.0,0.0
1,0.04,-3464.62095909,0.0,0.0,3464.62095909,0.04,-0.019999999553,0.0,0.0,0.0
2,0.06,-3577.56842499,0.0,0.0,3577.56842499,0.06,-0.0299999993294,0.0,0.0,0.0
3,0.075,-3636.90670126,0.0,0.0,3636.90670126,0.075,-0.0375000014901,0.0,0.0,0.0
4,0.09,-3687.35356638,0.0,0.0,3687.35356638,0.09,-0.0450000017881,0.0,0.0,0.0
5,0.1125,-3753.24767763,0.0,0.0,3753.24767763,0.1125,-0.0562499985099,0.0,0.0,0.0
6,0.129375,-3797.75654533,0.0,0.0,3797.75654533,0.129375,-0.0646874979138,0.0,0.0,0.0
7,0.14625,-3839.06575891,0.0,0.0,3839.06575891,0.14625,-0.0731249973178,0.0,0.0,0.0
8,0.163125,-3877.84226755,0.0,0.0,3877.84226755,0.163125,-0.0815624967217,0.0,0.0,0.0
9,0.18,-3914.42366940,0.0,0.0,3914.42366940,0.18,-0.0900000035763,0.0,0.0,0.0
10,0.196875,-3948.90619910,0.0,0.0,3948.90619910,0.196875,-0.0984375029802,0.0,0.0,0.0
11,0.21375,-3981.02796843,0.0,0.0,3981.02796843,0.21375,-0.106875002384,0.0,0.0,0.0
12,0.230625,-4009.71209723,0.0,0.0,4009.71209723,0.230625,-0.115312501788,0.0,0.0,0.0
13,0.2475,-4032.40792300,0.0,0.0,4032.40792300,0.2475,-0.123750001192,0.0,0.0,0.0
14,0.264375,-4045.35277795,0.0,0.0,4045.35277795,0.264375,-0.132187500596,0.0,0.0,0.0
15,0.28125,-4045.54707312,0.0,0.0,4045.54707312,0.28125,-0.140625,0.0,0.0,0.0
16,0.29390625,-4040.29642908,0.0,0.0,4040.29642908,0.29390625,-0.146953120828,0.0,0.0,0.0
17,0.3065625,-4030.45069304,0.0,0.0,4030.45069304,0.3065625,-0.153281256557,0.0,0.0,0.0
18,0.31921875,-4017.65321337,0.0,0.0,4017.65321337,0.31921875,-0.159609377384,0.0,0.0,0.0
19,0.331875,-4003.30112992,0.0,0.0,4003.30112992,0.331875,-0.165937498212,0.0,0.0,0.0
20,0.3413671875,-3992.83788155,0.0,0.0,3992.83788155,0.3413671875,-0.170683592558,0.0,0.0,0.0
21,0.350859375,-3982.39711146,0.0,0.0,3982.39711146,0.350859375,-0.175429686904,0.0,0.0,0.0
22,0.354859375,-3978.38950774,0.0,0.0,3978.38950774,0.354859375,-0.177429690957,0.0,0.0,0.0
23,0.358859375,-3974.47902734,0.0,0.0,3974.47902734,0.358859375,-0.179429680109,0.0,0.0,0.0
24,0.364859375,-3968.61953805,0.0,0.0,3968.61953805,0.364859375,-0.182429686189,0.0,0.0,0.0
25,0.373859375,-3959.69407784,0.0,0.0,3959.69407784,0.373859375,-0.186929687858,0.0,0.0,0.0
26,0.387359375,-3946.42095804,0.0,0.0,3946.42095804,0.387359375,-0.193679690361,0.0,0.0,0.0
27,0.397484375,-3937.55199094,0.0,0.0,3937.55199094,0.397484375,-0.198742181063,0.0,0.0,0.0
28,0.407609375,-3929.13706481,0.0,0.0,3929.13706481,0.407609375,-0.203804686666,0.0,0.0,0.0
29,0.422796875,-3916.44196413,0.0,0.0,3916.44196413,0.422796875,-0.211398437619,0.0,0.0,0.0
30,0.4307703125,-3910.60083593,0.0,0.0,3910.60083593,0.4307703125,-0.21538515389,0.0,0.0,0.0
31,0.43874375,-3904.86185255,0.0,0.0,3904.86185255,0.43874375,-0.21937187016,0.0,0.0,0.0
32,0.45070390625,-3896.07970393,0.0,0.0,3896.07970393,0.45070390625,-0.225351959467,0.0,0.0,0.0
33,0.468644140625,-3882.58141078,0.0,0.0,3882.58141078,0.468644140625,-0.234322071075,0.0,0.0,0.0
34,0.478062763672,-3876.32678064,0.0,0.0,3876.32678064,0.478062763672,-0.239031374454,0.0,0.0,0.0
35,0.487481386719,-3870.08400221,0.0,0.0,3870.08400221,0.487481386719,-0.243740692735,0.0,0.0,0.0
36,0.501609321289,-3860.34473387,0.0,0.0,3860.34473387,0.501609321289,-0.250804662704,0.0,0.0,0.0
37,0.522801223145,-3844.98325998,0.0,0.0,3844.98325998,0.522801223145,-0.261400610209,0.0,0.0,0.0
38,0.554589075928,-3820.14837210,0.0,0.0,3820.14837210,0.554589075928,-0.277294546366,0.0,0.0,0.0
39,0.578429965515,-3802.91025335,0.0,0.0,3802.91025335,0.578429965515,-0.289214968681,0.0,0.0,0.0
40,0.602270855103,-3785.59445187,0.0,0.0,3785.59445187,0.602270855103,-0.301135420799,0.0,0.0,0.0
41,0.638032189484,-3757.31084881,0.0,0.0,3757.31084881,0.638032189484,-0.319016098976,0.0,0.0,0.0
42,0.664853190269,-3737.58808876,0.0,0.0,3737.58808876,0.664853190269,-0.332426607609,0.0,0.0,0.0
43,0.691674191055,-3717.95012472,0.0,0.0,3717.95012472,0.691674191055,-0.345837086439,0.0,0.0,0.0
44,0.731905692234,-3686.99065737,0.0,0.0,3686.99065737,0.731905692234,-0.365952849388,0.0,0.0,0.0
45,0.762079318118,-3667.57236263,0.0,0.0,3667.57236263,0.762079318118,-0.381039649248,0.0,0.0,0.0
46,0.792252944002,-3650.44409904,0.0,0.0,3650.44409904,0.792252944002,-0.39612647891,0.0,0.0,0.0
47,0.814883163415,-3640.29815907,0.0,0.0,3640.29815907,0.814883163415,-0.407441586256,0.0,0.0,0.0
48,0.837513382828,-3631.74423022,0.0,0.0,3631.74423022,0.837513382828,-0.418756693602,0.0,0.0,0.0
49,0.871458711948,-3620.65355397,0.0,0.0,3620.65355397,0.871458711948,-0.43572935462,0.0,0.0,0.0
50,0.896458711948,-3616.22119360,0.0,0.0,3616.22119360,0.896458711948,-0.448229342699,0.0,0.0,0.0
51,0.921458711948,-3613.92350300,0.0,0.0,3613.92350300,0.921458711948,-0.46072936058,0.0,0.0,0.0
52,0.958958711948,-3613.00376676,0.0,0.0,3613.00376676,0.958958711948,-0.479479342699,0.0,0.0,0.0
53,0.987083711948,-3616.85037471,0.0,0.0,3616.85037471,0.987083711948,-0.493541866541,0.0,0.0,0.0
54,1.0,-3620.33179259,0.0,0.0,3620.33179259,1.0,-0.5,0.0,0.0,0.0
