Tipo,Fuente_Modelo,m1,a1,b1,m2,a2,e_cartela,c,EPM_Modo_J_kg,EPM_IA0_J_kg,EPM_Real_J_kg,Error_Modo_Pct,Error_IA0_Pct,Energia_Real_J,Fuerza_Real_N,Y_Max_Stress_mm,Modo_Fallo
Cat 1,IA_0 (global),4,100,40,2,100,2,80,643.77018396915,643.77018396915,490.955388226,31.1260044003846,31.1260044003846,6250.61329774,15258.0336847,6.16673191932,Cartela
Cat 2,IA_0 (global),4,100,40,2,100,3,80,639.46249049571,639.46249049571,574.421091962,11.3229474759629,11.3229474759629,7362.52466691,17020.3979901,100,Cartela
Cat 3,IA_0 (global),4,100,40,2,100,4,80,635.21206243344,635.21206243344,642.458039669,1.12785221573278,1.12785221573278,8289.67474817,19066.2197045,100,Cartela
