m1,a1,b1,l1,m2,a2,b2,l2,c,e_cartela,energy,stress,force,mass_kg,energy_per_mass,sim_time_s,y_max_stress_mm,valid_ansys,pivot_height_mm,lever_arm_mm,modo_fallo
3,70,70,1000,3,70,70,1000,80,3,3622.199374,1286893951,8740.040785,12.96002648,279.4901213,1317.931926,163.7931034,1,163.7931034,836.2068966,Viga
2.5,85,55,1000,2.5,85,55,1000,80,3.5,3163.660619,1219697870,8925.410382,10.94430428,289.0691394,1585.826217,176.7241379,1,176.7241379,823.2758621,Viga
3.5,55,85,1000,3.5,55,85,1000,80,2.5,3646.063453,1296489107,8445.426486,14.9310268,244.1937518,821.3612422,150.862069,1,150.862069,849.137931,Viga
2.25,77.5,77.5,1000,3.75,92.5,77.5,1000,80,2.25,2450.395639,1093611776,8359.349252,15.15150699,161.7261993,965.8491665,175,1,175,825,Viga
3.25,47.5,47.5,1000,2.75,62.5,47.5,1000,80,3.25,2282.14837,798710814.5,5162.650678,9.327884469,244.6587302,694.9922758,170.8860759,1,170.8860759,829.1139241,Viga
2.75,62.5,92.5,1000,3.25,47.5,92.5,1000,80,3.75,2886.450641,1366909038,7678.718709,13.76296875,209.7258734,935.7382825,136.3636364,1,136.3636364,863.6363636,Viga
3.75,92.5,62.5,1000,2.25,77.5,62.5,1000,80,2.75,6265.416432,1144961844,14291.92729,13.76140668,455.2889526,818.2598244,77.5,1,0,1000,Cartela
2.125,96.25,51.25,1000,3.375,58.75,51.25,1000,80,2.125,1591.759186,1052590657,6641.346865,10.45361998,152.2687058,1456.577489,138.75,1,0,1000,Cartela
3.125,66.25,81.25,1000,2.375,88.75,81.25,1000,80,3.125,3854.775375,1346681494,9627.977812,13.47433827,286.0827224,821.3547518,181.372549,1,181.372549,818.627451,Viga
2.625,51.25,66.25,1000,3.875,73.75,66.25,1000,80,3.625,2006.288675,1414400051,4964.826634,13.06727154,153.5353933,860.4624613,170.6349206,1,170.6349206,829.3650794,Viga
3.625,81.25,96.25,1000,2.875,43.75,96.25,1000,80,2.625,5051.239103,1063774918,10772.75697,16.10533311,313.6376669,809.3908617,123.75,1,0,1000,Cartela
