Punto,Time_F,ForceX,ForceY,ForceZ,ForceTotal,Time_D,DispX,DispY,DispZ,DispTotal
0,0.01,-1496.16456495,0.0,0.0,1496.16456495,0.01,-0.00499999988824,0.0,0.0,0.0
1,0.02,-2960.44544631,0.0,0.0,2960.44544631,0.02,-0.00999999977648,0.0,0.0,0.0
2,0.035,-4877.50187173,0.0,0.0,4877.50187173,0.035,-0.0175000000745,0.0,0.0,0.0
3,0.055,-5516.55870178,0.0,0.0,5516.55870178,0.055,-0.027499999851,0.0,0.0,0.0
4,0.075,-5651.28415489,0.0,0.0,5651.28415489,0.075,-0.0375000014901,0.0,0.0,0.0
5,0.095,-5738.01489285,0.0,0.0,5738.01489285,0.095,-0.047499999404,0.0,0.0,0.0
6,0.115,-5803.31298949,0.0,0.0,5803.31298949,0.115,-0.0575000010431,0.0,0.0,0.0
7,0.135,-5821.04578745,0.0,0.0,5821.04578745,0.135,-0.0675000026822,0.0,0.0,0.0
8,0.155,-5756.42447352,0.0,0.0,5756.42447352,0.155,-0.077500000596,0.0,0.0,0.0
9,0.17,-5710.66443884,0.0,0.0,5710.66443884,0.17,-0.0850000008941,0.0,0.0,0.0
10,0.185,-5674.65004910,0.0,0.0,5674.65004910,0.185,-0.0925000011921,0.0,0.0,0.0
11,0.205,-5639.45544049,0.0,0.0,5639.45544049,0.205,-0.102499999106,0.0,0.0,0.0
12,0.225,-5618.82366024,0.0,0.0,5618.82366024,0.225,-0.11249999702,0.0,0.0,0.0
13,0.245,-5608.07921235,0.0,0.0,5608.07921235,0.245,-0.122500002384,0.0,0.0,0.0
14,0.265,-5604.40094087,0.0,0.0,5604.40094087,0.265,-0.132499992847,0.0,0.0,0.0
15,0.285,-5605.83818457,0.0,0.0,5605.83818457,0.285,-0.142499998212,0.0,0.0,0.0
16,0.305,-5610.45305931,0.0,0.0,5610.45305931,0.305,-0.152500003576,0.0,0.0,0.0
17,0.325,-5616.75919165,0.0,0.0,5616.75919165,0.325,-0.16249999404,0.0,0.0,0.0
18,0.345,-5623.53082187,0.0,0.0,5623.53082187,0.345,-0.172499999404,0.0,0.0,0.0
19,0.365,-5630.19773738,0.0,0.0,5630.19773738,0.365,-0.182500004768,0.0,0.0,0.0
20,0.385,-5636.63366500,0.0,0.0,5636.63366500,0.385,-0.192499995232,0.0,0.0,0.0
21,0.405,-5642.75820980,0.0,0.0,5642.75820980,0.405,-0.202500000596,0.0,0.0,0.0
22,0.425,-5648.52115147,0.0,0.0,5648.52115147,0.425,-0.21250000596,0.0,0.0,0.0
23,0.445,-5653.90906164,0.0,0.0,5653.90906164,0.445,-0.222499996424,0.0,0.0,0.0
24,0.465,-5658.93512800,0.0,0.0,5658.93512800,0.465,-0.232500001788,0.0,0.0,0.0
25,0.485,-5663.61095926,0.0,0.0,5663.61095926,0.485,-0.242500007153,0.0,0.0,0.0
26,0.505,-5667.93996191,0.0,0.0,5667.93996191,0.505,-0.252499997616,0.0,0.0,0.0
27,0.525,-5671.96828318,0.0,0.0,5671.96828318,0.525,-0.262499988079,0.0,0.0,0.0
28,0.545,-5675.72153850,0.0,0.0,5675.72153850,0.545,-0.272500008345,0.0,0.0,0.0
29,0.565,-5679.22047244,0.0,0.0,5679.22047244,0.565,-0.282499998808,0.0,0.0,0.0
30,0.585,-5682.48776606,0.0,0.0,5682.48776606,0.585,-0.292499989271,0.0,0.0,0.0
31,0.605,-5685.56460370,0.0,0.0,5685.56460370,0.605,-0.302500009537,0.0,0.0,0.0
32,0.625,-5688.47661352,0.0,0.0,5688.47661352,0.625,-0.3125,0.0,0.0,0.0
33,0.645,-5691.25551791,0.0,0.0,5691.25551791,0.645,-0.322499990463,0.0,0.0,0.0
34,0.665,-5693.93598779,0.0,0.0,5693.93598779,0.665,-0.332500010729,0.0,0.0,0.0
35,0.685,-5696.56535659,0.0,0.0,5696.56535659,0.685,-0.342500001192,0.0,0.0,0.0
36,0.705,-5699.18439410,0.0,0.0,5699.18439410,0.705,-0.352499991655,0.0,0.0,0.0
37,0.725,-5701.83105462,0.0,0.0,5701.83105462,0.725,-0.362500011921,0.0,0.0,0.0
38,0.745,-5704.55005566,0.0,0.0,5704.55005566,0.745,-0.372500002384,0.0,0.0,0.0
39,0.765,-5707.39925817,0.0,0.0,5707.39925817,0.765,-0.382499992847,0.0,0.0,0.0
40,0.785,-5710.42373873,0.0,0.0,5710.42373873,0.785,-0.392500013113,0.0,0.0,0.0
41,0.805,-5713.67536747,0.0,0.0,5713.67536747,0.805,-0.402500003576,0.0,0.0,0.0
42,0.825,-5717.19597741,0.0,0.0,5717.19597741,0.825,-0.41249999404,0.0,0.0,0.0
43,0.845,-5721.05945811,0.0,0.0,5721.05945811,0.845,-0.422500014305,0.0,0.0,0.0
44,0.865,-5725.28582437,0.0,0.0,5725.28582437,0.865,-0.432500004768,0.0,0.0,0.0
45,0.885,-5729.92342213,0.0,0.0,5729.92342213,0.885,-0.442499995232,0.0,0.0,0.0
46,0.905,-5735.03566741,0.0,0.0,5735.03566741,0.905,-0.452499985695,0.0,0.0,0.0
47,0.925,-5740.68829149,0.0,0.0,5740.68829149,0.925,-0.46250000596,0.0,0.0,0.0
48,0.945,-5746.95491162,0.0,0.0,5746.95491162,0.945,-0.472499996424,0.0,0.0,0.0
49,0.965,-5753.91039512,0.0,0.0,5753.91039512,0.965,-0.482499986887,0.0,0.0,0.0
50,0.985,-5761.67489166,0.0,0.0,5761.67489166,0.985,-0.492500007153,0.0,0.0,0.0
51,1.0,-5768.34989148,0.0,0.0,5768.34989148,1.0,-0.5,0.0,0.0,0.0
