Punto,Time_F,ForceX,ForceY,ForceZ,ForceTotal,Time_D,DispX,DispY,DispZ,DispTotal
0,0.02,-5341.46009824,0.0,0.0,5341.46009824,0.02,-0.00999999977648,0.0,0.0,0.0
1,0.029,-7272.68595151,0.0,0.0,7272.68595151,0.029,-0.0144999995828,0.0,0.0,0.0
2,0.033,-7851.35803364,0.0,0.0,7851.35803364,0.033,-0.0164999999106,0.0,0.0,0.0
3,0.037,-7865.78356676,0.0,0.0,7865.78356676,0.037,-0.0185000002384,0.0,0.0,0.0
4,0.043,-6837.78153607,0.0,0.0,6837.78153607,0.043,-0.0215000007302,0.0,0.0,0.0
5,0.0475,-6310.60601202,0.0,0.0,6310.60601202,0.0475,-0.023749999702,0.0,0.0,0.0
6,0.052,-5921.98001473,0.0,0.0,5921.98001473,0.052,-0.0260000005364,0.0,0.0,0.0
7,0.05875,-5492.97220742,0.0,0.0,5492.97220742,0.05875,-0.0293749999255,0.0,0.0,0.0
8,0.068875,-5048.25629557,0.0,0.0,5048.25629557,0.068875,-0.0344374999404,0.0,0.0,0.0
9,0.079,-4736.56784620,0.0,0.0,4736.56784620,0.079,-0.0395000018179,0.0,0.0,0.0
10,0.0941875,-4390.90103591,0.0,0.0,4390.90103591,0.0941875,-0.0470937490463,0.0,0.0,0.0
11,0.109375,-4140.99760640,0.0,0.0,4140.99760640,0.109375,-0.0546875,0.0,0.0,0.0
12,0.13215625,-3865.87211065,0.0,0.0,3865.87211065,0.13215625,-0.0660781264305,0.0,0.0,0.0
13,0.1549375,-3667.85923294,0.0,0.0,3667.85923294,0.1549375,-0.077468752861,0.0,0.0,0.0
14,0.189109375,-3453.74139385,0.0,0.0,3453.74139385,0.189109375,-0.0945546850562,0.0,0.0,0.0
15,0.21473828125,-3339.57563194,0.0,0.0,3339.57563194,0.21473828125,-0.107369139791,0.0,0.0,0.0
16,0.2403671875,-3250.57942721,0.0,0.0,3250.57942721,0.2403671875,-0.120183594525,0.0,0.0,0.0
17,0.278810546875,-3148.56985764,0.0,0.0,3148.56985764,0.278810546875,-0.139405280352,0.0,0.0,0.0
18,0.307643066406,-3092.86815259,0.0,0.0,3092.86815259,0.307643066406,-0.153821527958,0.0,0.0,0.0
19,0.336475585938,-3049.91005815,0.0,0.0,3049.91005815,0.336475585938,-0.168237790465,0.0,0.0,0.0
20,0.379724365234,-3002.96569687,0.0,0.0,3002.96569687,0.379724365234,-0.189862176776,0.0,0.0,0.0
21,0.412160949707,-2980.77525535,0.0,0.0,2980.77525535,0.412160949707,-0.20608048141,0.0,0.0,0.0
22,0.44459753418,-2967.08450287,0.0,0.0,2967.08450287,0.44459753418,-0.222298771143,0.0,0.0,0.0
23,0.493252410889,-2960.01765061,0.0,0.0,2960.01765061,0.493252410889,-0.246626198292,0.0,0.0,0.0
24,0.52974356842,-2967.16660676,0.0,0.0,2967.16660676,0.52974356842,-0.264871776104,0.0,0.0,0.0
25,0.566234725952,-2984.61461582,0.0,0.0,2984.61461582,0.566234725952,-0.283117353916,0.0,0.0,0.0
26,0.593603094101,-3005.77006055,0.0,0.0,3005.77006055,0.593603094101,-0.296801537275,0.0,0.0,0.0
27,0.62097146225,-3034.31170058,0.0,0.0,3034.31170058,0.62097146225,-0.310485720634,0.0,0.0,0.0
28,0.662024014473,-3092.18135974,0.0,0.0,3092.18135974,0.662024014473,-0.331012010574,0.0,0.0,0.0
29,0.703076566696,-3173.85959817,0.0,0.0,3173.85959817,0.703076566696,-0.351538270712,0.0,0.0,0.0
30,0.733865980864,-3255.14703427,0.0,0.0,3255.14703427,0.733865980864,-0.366932988167,0.0,0.0,0.0
31,0.764655395031,-3354.86762105,0.0,0.0,3354.86762105,0.764655395031,-0.382327705622,0.0,0.0,0.0
32,0.787747455657,-3443.54850438,0.0,0.0,3443.54850438,0.787747455657,-0.393873721361,0.0,0.0,0.0
33,0.810839516282,-3542.31077267,0.0,0.0,3542.31077267,0.810839516282,-0.405419766903,0.0,0.0,0.0
34,0.828158561751,-3623.12494818,0.0,0.0,3623.12494818,0.828158561751,-0.414079278708,0.0,0.0,0.0
35,0.84547760722,-3708.24579522,0.0,0.0,3708.24579522,0.84547760722,-0.422738790512,0.0,0.0,0.0
36,0.871456175424,-3842.64733532,0.0,0.0,3842.64733532,0.871456175424,-0.43572807312,0.0,0.0,0.0
37,0.890940101577,-3953.89809622,0.0,0.0,3953.89809622,0.890940101577,-0.445470064878,0.0,0.0,0.0
38,0.91042402773,-4073.39636182,0.0,0.0,4073.39636182,0.91042402773,-0.455212026834,0.0,0.0,0.0
39,0.929907953883,-4200.96317337,0.0,0.0,4200.96317337,0.929907953883,-0.464953988791,0.0,0.0,0.0
40,0.949391880035,-4337.39024583,0.0,0.0,4337.39024583,0.949391880035,-0.474695950747,0.0,0.0,0.0
41,0.978617769265,-4549.75614484,0.0,0.0,4549.75614484,0.978617769265,-0.489308893681,0.0,0.0,0.0
42,1.0,-4718.50698553,0.0,0.0,4718.50698553,1.0,-0.5,0.0,0.0,0.0
