Punto,Time_F,ForceX,ForceY,ForceZ,ForceTotal,Time_D,DispX,DispY,DispZ,DispTotal
0,0.02,-3464.93295795,0.0,0.0,3464.93295795,0.02,-0.00999999977648,0.0,0.0,0.0
1,0.04,-4622.87165460,0.0,0.0,4622.87165460,0.04,-0.019999999553,0.0,0.0,0.0
2,0.044,-4560.79492429,0.0,0.0,4560.79492429,0.044,-0.0219999998808,0.0,0.0,0.0
3,0.048,-4501.11917728,0.0,0.0,4501.11917728,0.048,-0.0240000002086,0.0,0.0,0.0
4,0.054,-4406.65065397,0.0,0.0,4406.65065397,0.054,-0.0270000007004,0.0,0.0,0.0
5,0.063,-4252.36801717,0.0,0.0,4252.36801717,0.063,-0.0315000005066,0.0,0.0,0.0
6,0.067,-4191.37624925,0.0,0.0,4191.37624925,0.067,-0.0335000008345,0.0,0.0,0.0
7,0.071,-4133.64477700,0.0,0.0,4133.64477700,0.071,-0.0355000011623,0.0,0.0,0.0
8,0.077,-4052.39574433,0.0,0.0,4052.39574433,0.077,-0.0384999997914,0.0,0.0,0.0
9,0.086,-3945.48177694,0.0,0.0,3945.48177694,0.086,-0.0430000014603,0.0,0.0,0.0
10,0.0995,-3815.73914195,0.0,0.0,3815.73914195,0.0995,-0.0497500002384,0.0,0.0,0.0
11,0.11975,-3669.84136318,0.0,0.0,3669.84136318,0.11975,-0.0598750002682,0.0,0.0,0.0
12,0.1349375,-3588.66780348,0.0,0.0,3588.66780348,0.1349375,-0.0674687474966,0.0,0.0,0.0
13,0.150125,-3519.42879871,0.0,0.0,3519.42879871,0.150125,-0.0750624984503,0.0,0.0,0.0
14,0.1580984375,-3487.60021485,0.0,0.0,3487.60021485,0.1580984375,-0.0790492221713,0.0,0.0,0.0
15,0.166071875,-3457.17307559,0.0,0.0,3457.17307559,0.166071875,-0.0830359384418,0.0,0.0,0.0
16,0.1740453125,-3427.96865780,0.0,0.0,3427.96865780,0.1740453125,-0.0870226547122,0.0,0.0,0.0
17,0.18201875,-3399.76068520,0.0,0.0,3399.76068520,0.18201875,-0.0910093784332,0.0,0.0,0.0
18,0.19397890625,-3358.22592422,0.0,0.0,3358.22592422,0.19397890625,-0.0969894528389,0.0,0.0,0.0
19,0.211919140625,-3297.35986580,0.0,0.0,3297.35986580,0.211919140625,-0.105959571898,0.0,0.0,0.0
20,0.238829492188,-3208.38779799,0.0,0.0,3208.38779799,0.238829492188,-0.119414746761,0.0,0.0,0.0
21,0.259012255859,-3146.01535895,0.0,0.0,3146.01535895,0.259012255859,-0.129506126046,0.0,0.0,0.0
22,0.279195019531,-3085.11823694,0.0,0.0,3085.11823694,0.279195019531,-0.139597505331,0.0,0.0,0.0
23,0.299377783203,-3025.63391992,0.0,0.0,3025.63391992,0.299377783203,-0.149688884616,0.0,0.0,0.0
24,0.319560546875,-2967.71312279,0.0,0.0,2967.71312279,0.319560546875,-0.159780278802,0.0,0.0,0.0
25,0.339743310547,-2911.70139352,0.0,0.0,2911.70139352,0.339743310547,-0.169871658087,0.0,0.0,0.0
26,0.370017456055,-2830.26237339,0.0,0.0,2830.26237339,0.370017456055,-0.185008734465,0.0,0.0,0.0
27,0.400291601563,-2756.18000598,0.0,0.0,2756.18000598,0.400291601563,-0.200145795941,0.0,0.0,0.0
28,0.43056574707,-2690.05161961,0.0,0.0,2690.05161961,0.43056574707,-0.215282872319,0.0,0.0,0.0
29,0.460839892578,-2631.88662851,0.0,0.0,2631.88662851,0.460839892578,-0.230419948697,0.0,0.0,0.0
30,0.491114038086,-2581.21384610,0.0,0.0,2581.21384610,0.491114038086,-0.245557025075,0.0,0.0,0.0
31,0.521388183594,-2537.23486777,0.0,0.0,2537.23486777,0.521388183594,-0.260694086552,0.0,0.0,0.0
32,0.551662329102,-2498.98161359,0.0,0.0,2498.98161359,0.551662329102,-0.27583116293,0.0,0.0,0.0
33,0.581936474609,-2465.49090304,0.0,0.0,2465.49090304,0.581936474609,-0.290968239307,0.0,0.0,0.0
34,0.612210620117,-2435.98615277,0.0,0.0,2435.98615277,0.612210620117,-0.306105315685,0.0,0.0,0.0
35,0.657621838379,-2396.87628136,0.0,0.0,2396.87628136,0.657621838379,-0.328810930252,0.0,0.0,0.0
36,0.691680252075,-2373.07863802,0.0,0.0,2373.07863802,0.691680252075,-0.345840126276,0.0,0.0,0.0
37,0.725738665771,-2352.82487734,0.0,0.0,2352.82487734,0.725738665771,-0.3628693223,0.0,0.0,0.0
38,0.759797079468,-2335.96924771,0.0,0.0,2335.96924771,0.759797079468,-0.379898548126,0.0,0.0,0.0
39,0.793855493164,-2322.36227408,0.0,0.0,2322.36227408,0.793855493164,-0.39692774415,0.0,0.0,0.0
40,0.843855493164,-2307.22713932,0.0,0.0,2307.22713932,0.843855493164,-0.421927750111,0.0,0.0,0.0
41,0.881355493164,-2300.80667942,0.0,0.0,2300.80667942,0.881355493164,-0.440677732229,0.0,0.0,0.0
42,0.918855493164,-2298.07089944,0.0,0.0,2298.07089944,0.918855493164,-0.45942774415,0.0,0.0,0.0
43,0.968855493164,-2299.91865823,0.0,0.0,2299.91865823,0.968855493164,-0.484427750111,0.0,0.0,0.0
44,1.0,-2305.35958211,0.0,0.0,2305.35958211,1.0,-0.5,0.0,0.0,0.0
