Tipo,m1,a1,b1,m2,a2,e_cartela,c,EPM_Predicha_J_kg,EPM_Real_J_kg,Error_Pct,Energia_Real_J,Fuerza_Real_N,Y_Max_Stress_mm,Modo_Fallo
Cat 1,4,100,40,2,100,4,80,497.084925326712,0,Inf,0,0,NaN,N/A
