m1,a1,b1,l1,m2,a2,b2,l2,c,e_cartela,energy,stress,force,weight,energy_per_weight,sim_time_s,y_max_stress_mm,valid_ansys,pivot_height_mm,lever_arm_mm,modo_fallo
2.55294688288642,83.4987170867968,87.5496064193479,1000,2.28320730714079,99.4961122265395,87.5496064193479,1000,80,2.43343832618083,2559.01706986,1016779317.91,7851.8678233,264.943052625,9.65874381121,2266.3085383,239.130434783,1,221.245470769938,778.754529230062,Viga
3.04657872606545,74.5682788281158,82.794327660536,1000,3.81701352204255,50.3531903337272,82.794327660536,1000,80,2.74821528088348,3174.2523822,895816467.957,7161.68770382,296.207947447,10.7162971472,1062.5488956,130.3532,1,167.637329747785,832.362670252215,Viga
2.17498266480254,67.0024396504878,44.1003490094909,1000,2.80409837588717,54.6922544179691,44.1003490094909,1000,80,2.24948471817199,1409.41162252,1295677220.63,3330.60616789,155.95629058,9.03722201445,4608.6445627,167.582417582,1,168.193474243213,831.806525756787,Viga
3.2138822275246,41.1883974190047,68.2374144606268,1000,3.3215619395687,63.8612753639219,68.2374144606268,1000,80,3.22231059780032,1550.41806215,716089694.053,3395.29879091,237.336497465,6.53257328184,1119.6264256,169.491525424,1,164.455474073424,835.544525926576,Viga
2.9816069161688,91.514348330102,56.1175136925997,1000,3.98501854811428,42.5244270662024,56.1175136925997,1000,80,2.35233327338689,2286.78896495,1121052805.74,5684.44849196,246.033323318,9.29463104473,3210.738365,122.5244,1,0,1000,Cartela
2.51388097937474,62.1055522444326,69.7150497819752,1000,3.06788232377189,82.6375407191813,69.7150497819752,1000,80,2.15027312487988,1777.62402681,1240213051.43,4460.63314833,241.093184754,7.37318240092,1766.0190938,185.344827586,1,193.690316841398,806.309683158602,Viga
2.64960600266805,77.8624534052329,61.3267740135477,1000,3.56525674006952,65.2118865716015,61.3267740135477,1000,80,3.43096543053623,2437.94365078,1261145725.94,5997.22213212,247.463063586,9.85174763237,2487.5621103,170.454545455,1,184.143113274218,815.856886725782,Viga
3.93058024243338,88.6099950855547,62.3357200955819,1000,3.70090138886198,98.2197041791559,62.3357200955819,1000,80,2.67040869281558,6100.08284943,1129010472.25,13010.9114631,353.36916406,17.2626348585,3654.1044228,215.384615385,1,222.524701721933,777.475298278067,Viga
3.47601432883802,48.0726437750019,48.8771850061005,1000,3.12702643856259,64.3314877857464,48.8771850061005,1000,80,3.26451221363164,1849.1421888,472558627.73,4567.12576464,205.382333255,9.00341406923,3826.7239724,179.87804878,1,168.367809673247,831.632190326753,Viga
3.13346146295677,52.0825061675839,52.5926815769432,1000,3.444429323332,77.8664961403387,52.5926815769432,1000,80,2.81879383480895,1956.64044966,772639785.737,4413.06135071,231.455001317,8.45365379245,2515.6046949,191.558441558,1,183.907749224131,816.092250775869,Viga
3.95484885650144,72.2864259884057,40.7247130486843,1000,2.2471186795107,47.9784441127965,40.7247130486843,1000,80,3.1724456831127,3391.40518227,931270393.687,8805.87501303,191.702275816,17.6910011518,9856.2339024,0,1,0,1000,Cartela
2.40095803949389,70.3816626163781,94.2833302593609,1000,3.94416291945316,62.4401592941275,94.2833302593609,1000,80,2.05351551052557,2087.7582193,1094158148.57,5727.98272382,304.457707619,6.85730125091,1389.2661414,139.534883721,1,0,1000,Cartela
3.62178504128999,97.6567121097587,77.7166156183711,1000,2.58796593169351,48.6991809819305,77.7166156183711,1000,80,3.74621750394316,3602.49730846,933788852.867,9377.88715907,292.989023186,12.2956732962,1403.3740792,128.6992,1,177.52753703681,822.47246296319,Viga
3.57044853794132,95.0639726733102,96.1038011431505,1000,2.74599071909763,88.0605902861265,96.1038011431505,1000,80,3.53937864216393,5397.68488148,852893301.876,12505.2978488,362.94175944,14.8720414256,956.2988941,168.0606,1,215.592576622782,784.407423377218,Viga
3.3181768378336,85.8752259593395,46.1734211076864,1000,3.83962830382999,93.0190963639531,46.1734211076864,1000,80,3.43712549869791,4304.95874694,1159880986.71,9448.1636801,289.883873752,14.8506320521,44743.6900737,209.770114943,1,215.956709343623,784.043290656377,Viga
2.58621909036597,40.2694146384943,93.609973487186,1000,3.1993580840862,60.7133796111057,93.609973487186,1000,80,3.63562961241709,1182.81009473,899104350.345,3075.78505549,257.829946168,4.58755901828,646.8541667,168.604651163,1,160.848086930353,839.151913069647,Viga
3.35940893105476,42.3535225675742,86.5020970570358,1000,3.76387088305724,83.1991797130485,86.5020970570358,1000,80,2.79364051173303,1894.76738708,806209179.559,4116.99375094,321.378229738,5.89575525581,846.5637,186.170212766,1,184.375940996836,815.624059003164,Viga
2.89581151375458,45.1668480143307,71.3051948073275,1000,2.96750661109384,56.1038886485674,71.3051948073275,1000,80,3.12471392495271,1521.61689776,949069890.259,3253.75376535,216.728293362,7.02085027364,1084.7925133,162.280701754,1,158.687312655733,841.312687344267,Viga
2.48970284688111,94.6017177717812,65.1656309989001,1000,2.77828834891949,73.4024734231822,65.1656309989001,1000,80,3.03673781050532,2127.14224808,929652712.233,7343.95469039,238.982936831,8.9008122349,2586.4277181,153.4025,1,200.703332309073,799.296667690927,Viga
2.67579651894451,98.2501777906394,53.3903703103243,1000,2.05895873946119,92.1159832642762,53.3903703103243,1000,80,2.94688793798713,3381.73056037,1270428690.82,8470.90317201,215.89769755,15.6635786242,5258.3451189,210,1,221.241072159596,778.758927840404,Viga
3.80723759756736,81.1647794895219,83.4252628391436,1000,3.51988362856251,76.0562684588042,83.4252628391436,1000,80,2.58320533060511,5308.0874975,1103366122.76,11311.9909718,355.679090361,14.9238109334,1558.7554442,203.125,1,196.638658203565,803.361341796435,Viga
2.24354041283377,53.6775396026377,51.6739578290772,1000,3.06259931605826,59.4508419125801,51.6739578290772,1000,80,2.54623968037215,1149.67048371,1229779103.25,2637.97244819,173.562366021,6.62396180732,2471.2242876,163.461538462,1,166.289611713899,833.710388286101,Viga
2.73300659159123,84.4477383831417,43.5435753991483,1000,3.15771870595342,57.2716131754056,43.5435753991483,1000,80,2.87268592525894,2938.8067211,1488604271.14,6481.71990994,200.078042422,14.6883020522,8871.594447,176.630434783,1,179.495482366976,820.504517633024,Viga
2.13855955539965,50.0208708675661,84.2862044167669,1000,3.35807179432958,69.423241702142,84.2862044167669,1000,80,2.4822703610169,1061.21184876,1091238369.43,3091.97979793,243.802332966,4.35275510224,947.4162134,166.666666667,1,174.433677135925,825.566322864075,Viga
3.06925560007346,51.4506914669817,78.115594954724,1000,2.08894449204191,66.9741425289169,78.115594954724,1000,80,3.62659749678172,2044.33671182,1025506395.84,4484.40113003,215.875820535,9.46996614421,1130.747755,173.076923077,1,172.699488262408,827.300511737592,Viga
2.0409681926442,78.6695763903934,79.2791443291831,1000,2.89492553290457,61.5534690217152,79.2791443291831,1000,80,3.91820355114398,1478.05768194,1029767570.19,5058.09747928,226.431955374,6.52760198752,1502.3939655,156.862745098,1,180.888257216912,819.111742783088,Viga
3.86524467146883,61.3805284448222,75.9813872252736,1000,3.78839974467613,75.3536980426493,75.9813872252736,1000,80,2.08573630267266,3619.56331374,869016776.665,7722.70635952,326.91787765,11.0717815121,1282.1829741,188.679245283,1,186.04396226506,813.95603773494,Viga
2.62072712876499,80.6393634289978,63.3252235328717,1000,3.59594471818974,86.4787970473276,63.3252235328717,1000,80,3.00113157501293,2526.95771778,1352431762.19,6405.19193334,276.221851322,9.14829042558,2769.5574937,195.3125,1,206.798478761826,793.201521238174,Viga
2.34318867918389,89.2434904564981,60.5614911757635,1000,2.30386156474168,67.6276873392205,60.5614911757635,1000,80,2.21266483152888,1771.20239115,942156497.408,5871.31397368,196.963767584,8.99252899593,2911.1019294,147.6277,1,192.24943256747,807.75056743253,Viga
2.90901623181651,75.5860992513098,89.5621798208337,1000,2.39685738699786,68.0628653336584,89.5621798208337,1000,80,3.57682033493607,3060.58197453,1160384108.23,7611.1834859,264.718399487,11.5616518552,1405.1687326,155.555555556,1,185.855914959313,814.144085040687,Viga
3.12585743097785,87.5076548956151,55.8829631804943,1000,2.13566531246308,45.1704671754735,55.8829631804943,1000,80,3.97599451293273,2730.63825016,1389541267.2,7131.44285873,203.509509278,13.4177427868,2717.7319929,125.1705,1,168.924294623281,831.075705376719,Viga
2.39103150894089,58.3052567668674,88.1853183104814,1000,2.02003266769885,40.1509145200455,88.1853183104814,1000,80,2.18843682699041,1665.45299574,1111359840.56,4020.77422243,187.230251756,8.8952131406,953.8295083,119.565217391,1,0,1000,Cartela
3.9775656278332,86.0272661149202,85.6751445613695,1000,3.03175328459903,55.6274657601005,85.6751445613695,1000,80,3.78276698598249,5266.6859846,964949752.049,11258.48098,336.304381553,15.6604738846,847.0453433,135.6275,1,178.641098817561,821.358901182439,Viga
2.95075026007577,99.6722450395066,91.7537718857654,1000,3.48858754989464,58.4068154247815,91.7537718857654,1000,80,2.0147768455996,2591.34058853,753647791.515,6466.96407546,327.705033939,7.90753976948,973.7997879,138.4068,1,0,1000,Cartela
2.81254278624442,96.1621968169214,67.6572867788767,1000,3.67546779470399,78.1274474353525,67.6572867788767,1000,80,3.3947834926962,3026.12708198,989995404.769,9136.62801177,301.131354888,10.0491929281,3314.9716965,158.1274,1,0,1000,Cartela
2.22545183557864,43.2609277727265,74.6243078599904,1000,3.20684392808887,97.0664983914929,74.6243078599904,1000,80,3.51459813181461,990.322764972,1028611046.98,2593.39288632,249.058410079,3.97626711204,1265.651814,203.703703704,1,198.696962277856,801.303037722144,Viga
2.86076254151672,63.0458255436205,97.4534462069171,1000,2.21516980339184,95.3315357256386,97.4534462069171,1000,80,2.97683989036305,2426.72849389,1203671537.39,6483.29507689,272.907928072,8.892114315,1086.1961357,190.476190476,1,206.854448497449,793.145551502551,Viga
