m1,a1,b1,l1,m2,a2,b2,l2,c,e_cartela,energy,stress,force,weight,energy_per_weight,sim_time_s,y_max_stress_mm,valid_ansys,pivot_height_mm,lever_arm_mm,modo_fallo
2.07234522047675,65.968077370496,66.438079845734,1000,3.41045921790053,70.7932235420649,66.438079845734,1000,80,3.68578481547633,1257.03678158,1140888199.05,3646.58750887,226.777023567,5.54305176869,1856.5101975,168.032786885,1,183.777262227313,816.222737772687,Viga
3.17443594440216,82.6431310138175,42.604177771376,1000,2.33687891013555,53.3461494079374,42.604177771376,1000,80,3.70545765264412,3555.44785325,1308355133.99,8764.45108618,188.370035747,18.874805853,8840.4502397,0,1,0,1000,Cartela
3.66885072422939,76.3373461657128,92.6018691204687,1000,2.43150694033601,90.9279484487793,92.6018691204687,1000,80,3.1422870977946,4715.0376998,1164981758.69,10505.6774886,324.619641633,14.5248071746,1190.1329451,193.181818182,1,209.096621531636,790.903378468364,Viga
3.42973703649719,93.7184984408515,73.4846327807884,1000,2.18987795400943,89.5932730849106,73.4846327807884,1000,80,2.32133229859714,4476.75767712,897286019.869,10590.3556102,281.709835706,15.8913786801,1474.0382598,4.97740555556,1,0,1000,Cartela
2.32725908314663,64.7696169326825,57.3424694579041,1000,2.46512694812228,85.3330684667925,57.3424694579041,1000,80,2.41819292093822,1570.83828929,1219960777.11,3905.87370462,193.598561357,8.11389443329,2760.6049699,192.857142857,1,197.717876933134,802.282123066866,Viga
2.29669682391925,56.2888714488197,99.049084801735,1000,2.52681744121221,87.0662743404541,99.049084801735,1000,80,2.38712033671359,1437.49839505,1024365566.24,4386.22045372,254.046689373,5.65840239285,1032.4917521,195.12195122,1,195.210710064864,804.789289935136,Viga
3.71700787326922,44.3754270830067,50.2776514856725,1000,2.60932780658278,44.1890499677617,50.2776514856725,1000,80,2.10748151192498,1713.7421345,431207373.295,4220.42042489,175.51976898,9.76381261474,2711.6680823,124.189,1,0,1000,Cartela
3.89355848898437,90.4093913470804,76.5999202546377,1000,2.94260822421669,81.515451728165,76.5999202546377,1000,80,2.27552429647714,5162.54384162,897899494.002,11533.3889379,334.229650567,15.4460977141,1609.0920668,4.52863888889,1,0,1000,Cartela
3.27013694754025,55.3395620336874,72.1681286606702,1000,2.90407336429495,71.2432507899345,72.1681286606702,1000,80,3.08565740516419,2426.61497816,973040953.855,5067.76651098,251.867300079,9.63449791776,1495.1543955,178.571428571,1,178.913031806778,821.086968193222,Viga
2.46336367834394,66.9524453268861,59.8656616582713,1000,2.68058556785042,52.5829525462572,59.8656616582713,1000,80,3.81020824752887,1760.92180728,1246449515.33,4283.01016676,188.646712676,9.33449505852,2125.8978229,152.985074627,1,166.0591752097,833.9408247903,Viga
3.79852781427458,73.6512151914899,45.9395332280602,1000,2.73097718882044,43.0282140070107,45.9395332280602,1000,80,2.70182621709438,3447.02812544,914140343.934,8499.84676465,206.114527473,16.7238484725,5190.8859678,0,1,0,1000,Cartela
3.01475682813984,57.5486594196443,41.9157529476853,1000,3.86924184766036,91.0120252987692,41.9157529476853,1000,80,2.84052558005894,2054.17111677,637879821.55,5072.3878035,240.850280527,8.52883007767,31489.1297721,203.125,1,199.786355008591,800.213644991409,Viga
2.77425016442708,79.7590950028799,64.8361016816703,1000,3.6066542635883,51.1358524709688,64.8361016816703,1000,80,3.8764809380623,2821.80969568,1340044079.15,6460.26786381,247.856231572,11.3848648379,1654.8246046,133.064516129,1,171.015399972409,828.984600027591,Viga
3.65626866475012,69.2849549867038,49.675780079706,1000,3.25713510478599,49.6111162240876,49.675780079706,1000,80,3.86302219201586,3404.57620255,577513408.064,8466.74227515,225.975665531,15.0661187104,4373.0635947,129.6111,1,0,1000,Cartela
2.02736725068952,54.1438177079937,80.6982732227954,1000,2.54854455890529,79.5452581719609,80.6982732227954,1000,80,3.32033564476145,1023.55665707,977945964.376,3168.11590325,211.413394923,4.84149387718,1157.225442,175,1,186.617167025958,813.382832974042,Viga
2.12203481072508,92.7184923048814,58.9883190088697,1000,2.63384079210098,94.7533128023619,58.9883190088697,1000,80,3.94696984231982,1878.6733706,1083629069.38,6155.96826235,224.793342764,8.35733544195,4482.2585188,191.176470588,1,221.112558954803,778.887441045197,Viga
3.45966181209855,47.2689491702763,90.4600949061504,1000,2.10947739776245,72.2155769069758,90.4600949061504,1000,80,3.48468733173446,2302.76284482,842138199.464,5024.95886261,251.297006447,9.16351084869,824.6993452,177.777777778,1,175.850051492114,824.149948507886,Viga
3.38299491600783,60.8622371074805,81.9046273073722,1000,3.905367680089,84.117162394417,81.9046273073722,1000,80,2.6649886671087,3001.33118903,1084953238.32,6393.8635343,338.481154782,8.86705551144,1296.7020104,188.775510204,1,194.548280948157,805.451719051843,Viga
3.23645452255783,59.1632772182503,70.8534851435578,1000,3.6522246479664,46.086288318707,70.8534851435578,1000,80,3.29237708053266,2544.95878448,968794427.121,5323.7509501,253.817489081,10.0267274477,1114.1867271,144.736842105,1,155.667926927832,844.332073072168,Viga
3.54570253537826,71.8613982842576,47.368858792985,1000,3.28431250947978,96.4417150763777,47.368858792985,1000,80,2.5055270312981,3680.49674137,722155132.714,8963.19138869,265.859866855,13.843747027,5964.7034498,214.705882353,1,212.372414218506,787.627585781494,Viga
3.52994887037292,46.4117906146105,98.1406795885712,1000,2.84797621963185,74.4011318972538,98.1406795885712,1000,80,2.63281184357678,2370.15955996,839351593.63,5307.30274993,302.96799079,7.82313522225,778.3902502,176.829268293,1,177.607027204559,822.392972795441,Viga
3.75363817490912,68.6338431995451,54.0257783687613,1000,2.4910302818823,80.8511232796625,54.0257783687613,1000,80,3.33787630449814,3743.00649561,733472388.724,8891.16212164,239.245905881,15.6450179652,3494.9721243,200,1,195.168044879435,804.831955120565,Viga
2.76484611282588,49.1932404553389,95.4291615725278,1000,3.37503271774527,41.1002865154643,95.4291615725278,1000,80,2.93073103156559,1746.49168352,960708975.255,4157.06806385,261.141551903,6.68791186542,661.4965248,136.904761905,1,145.696906743134,854.303093256866,Viga
