Punto,Time_F,ForceX,ForceY,ForceZ,ForceTotal,Time_D,DispX,DispY,DispZ,DispTotal
0,0.02,-3421.87003191,0.0,0.0,3421.87003191,0.02,-0.00999999977648,0.0,0.0,0.0
1,0.04,-5224.51245650,0.0,0.0,5224.51245650,0.04,-0.019999999553,0.0,0.0,0.0
2,0.06,-5590.65711693,0.0,0.0,5590.65711693,0.06,-0.0299999993294,0.0,0.0,0.0
3,0.075,-5716.89283180,0.0,0.0,5716.89283180,0.075,-0.0375000014901,0.0,0.0,0.0
4,0.09,-5804.07213505,0.0,0.0,5804.07213505,0.09,-0.0450000017881,0.0,0.0,0.0
5,0.105,-5875.59925153,0.0,0.0,5875.59925153,0.105,-0.0524999983609,0.0,0.0,0.0
6,0.12,-5939.70436750,0.0,0.0,5939.70436750,0.12,-0.0599999986589,0.0,0.0,0.0
7,0.135,-5998.93660426,0.0,0.0,5998.93660426,0.135,-0.0675000026822,0.0,0.0,0.0
8,0.15,-6054.44350725,0.0,0.0,6054.44350725,0.15,-0.0750000029802,0.0,0.0,0.0
9,0.16125,-6093.99288815,0.0,0.0,6093.99288815,0.16125,-0.0806249976158,0.0,0.0,0.0
10,0.1725,-6132.20253422,0.0,0.0,6132.20253422,0.1725,-0.086249999702,0.0,0.0,0.0
11,0.18375,-6169.19272394,0.0,0.0,6169.19272394,0.18375,-0.0918750017881,0.0,0.0,0.0
12,0.200625,-6222.77877193,0.0,0.0,6222.77877193,0.200625,-0.100312501192,0.0,0.0,0.0
13,0.21328125,-6261.60304993,0.0,0.0,6261.60304993,0.21328125,-0.10664062202,0.0,0.0,0.0
14,0.2259375,-6299.52242996,0.0,0.0,6299.52242996,0.2259375,-0.112968750298,0.0,0.0,0.0
15,0.244921875,-6354.97397651,0.0,0.0,6354.97397651,0.244921875,-0.12246093899,0.0,0.0,0.0
16,0.25916015625,-6395.58547486,0.0,0.0,6395.58547486,0.25916015625,-0.129580080509,0.0,0.0,0.0
17,0.269838867188,-6425.64035411,0.0,0.0,6425.64035411,0.269838867188,-0.134919434786,0.0,0.0,0.0
